# emapper version: emapper-2.0.1 emapper DB: 2.0
# command: ./emapper.py  -i GCF_000963815.1_ASM96381v1_protein.faa --output GCF_000963815.1_ASM96381v1_protein.faa.eggnog -m diamond --target_orthologs all --cpu 14
# time: Tue Jun 16 14:05:02 2020
#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	taxonomic scope	eggNOG OGs	best eggNOG OG	COG Functional cat.	eggNOG free text desc.
WP_000692540.1	470.IX87_04895	5.7e-86	323.9	Moraxellaceae													Bacteria	1QPAX@1224,1TN0A@1236,2AZJD@1,31RTV@2,3NPSJ@468	NA|NA|NA		
WP_000692620.1	575586.HMPREF0016_03099	2.9e-143	515.4	Moraxellaceae	traH			ko:K12072					ko00000,ko02044	3.A.7.11.1			Bacteria	1MWD0@1224,1RSK4@1236,28MTB@1,2ZB1J@2,3NQPY@468	NA|NA|NA	S	Conjugative relaxosome accessory transposon protein
WP_000692859.1	470.IX87_11080	2.2e-20	104.0	Moraxellaceae													Bacteria	1QPAV@1224,1TN08@1236,2BGE5@1,32ABY@2,3NPSF@468	NA|NA|NA		
WP_000694032.1	470.IX87_03000	1.3e-123	449.1	Moraxellaceae	hyuE		5.1.99.3	ko:K16841	ko00230,ko01120,map00230,map01120		R03925	RC01027	ko00000,ko00001,ko01000				Bacteria	1MVNB@1224,1RQXU@1236,3NJSY@468,COG4126@1,COG4126@2	NA|NA|NA	E	Asp/Glu/Hydantoin racemase
WP_000695009.1	1191460.F959_02507	2e-153	548.5	Moraxellaceae													Bacteria	1MWY0@1224,1RP7Q@1236,3NK0E@468,COG0583@1,COG0583@2	NA|NA|NA	K	LysR substrate binding domain
WP_000695059.1	470.IX87_12795	2.1e-91	341.7	Moraxellaceae	pilP			ko:K02664,ko:K02665					ko00000,ko02035,ko02044				Bacteria	1RI6V@1224,1S6VJ@1236,3NJEN@468,COG3168@1,COG3168@2	NA|NA|NA	NU	Pilus assembly protein, PilP
WP_000696025.1	470.IX87_00360	8.3e-207	726.1	Moraxellaceae													Bacteria	1NGG1@1224,1S7FY@1236,3NIUA@468,COG3187@1,COG3187@2	NA|NA|NA	O	Domain of unknown function (DUF4377)
WP_000696108.1	520709.F985_03618	7.3e-166	589.7	Moraxellaceae	mmuM		2.1.1.10	ko:K00547,ko:K21169	ko00270,ko01059,ko01100,ko01110,ko01130,map00270,map01059,map01100,map01110,map01130	M00825	R00650	RC00003,RC00035	ko00000,ko00001,ko00002,ko01000				Bacteria	1QU2A@1224,1RS8M@1236,3NKZM@468,COG2040@1,COG2040@2	NA|NA|NA	H	Homocysteine S-methyltransferase
WP_000697203.1	470.IX87_00535	1.6e-90	338.6	Moraxellaceae	ycfP	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464		ko:K07000					ko00000				Bacteria	1PABS@1224,1SUSY@1236,3NN89@468,COG3150@1,COG3150@2	NA|NA|NA	S	Uncharacterised protein family (UPF0227)
WP_000697348.1	62977.ACIAD1846	2.1e-31	141.4	Moraxellaceae													Bacteria	1QP06@1224,1TMP3@1236,2AZ9K@1,31RGQ@2,3NP3D@468	NA|NA|NA		
WP_000697431.1	470.IX87_11420	1.5e-199	701.8	Moraxellaceae													Bacteria	1RD4C@1224,1RYDA@1236,3NKBK@468,COG4641@1,COG4641@2	NA|NA|NA	S	Glycosyl transferases group 1
WP_000697823.1	470.IX87_17345	3.2e-147	527.7	Moraxellaceae													Bacteria	1P9R4@1224,1S5HR@1236,3NKD0@468,COG1028@1,COG1028@2	NA|NA|NA	IQ	NAD dependent epimerase/dehydratase family
WP_000698630.1	470.IX87_04090	3.8e-221	773.9	Moraxellaceae	eriC												Bacteria	1MV4K@1224,1RZI1@1236,3NJ0X@468,COG0038@1,COG0038@2	NA|NA|NA	P	Voltage gated chloride channel
WP_000698791.1	470.IX87_01655	0.0	1947.6	Moraxellaceae	sbcC	GO:0000014,GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004520,GO:0004527,GO:0004529,GO:0004536,GO:0006139,GO:0006259,GO:0006281,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008296,GO:0008408,GO:0009987,GO:0016787,GO:0016788,GO:0016796,GO:0016895,GO:0033554,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0090305,GO:0140097,GO:1901360,GO:1990238		ko:K03546					ko00000,ko03400				Bacteria	1MVTQ@1224,1RQFM@1236,3NJ9P@468,COG0419@1,COG0419@2	NA|NA|NA	L	Putative exonuclease SbcCD, C subunit
WP_000699303.1	470.IX87_02515	2.5e-138	498.0	Moraxellaceae	yigE												Bacteria	1NH9S@1224,1RNWS@1236,3NSUD@468,COG3698@1,COG3698@2	NA|NA|NA	S	Phosphodiester glycosidase
WP_000701003.1	575586.HMPREF0016_03060	1.6e-21	109.8	Moraxellaceae													Bacteria	1QQ6K@1224,1RSTE@1236,2B09W@1,31SKU@2,3NRPH@468	NA|NA|NA		
WP_000701535.1	520709.F985_02232	5.3e-136	490.3	Moraxellaceae													Bacteria	1MUBQ@1224,1RQJT@1236,3NKSB@468,COG1028@1,COG1028@2	NA|NA|NA	IQ	Belongs to the short-chain dehydrogenases reductases (SDR) family
WP_000701690.1	470.IX87_11285	7e-95	353.2	Moraxellaceae				ko:K03668					ko00000				Bacteria	1RE51@1224,1SR63@1236,3NM0G@468,COG3187@1,COG3187@2	NA|NA|NA	O	META domain
WP_000701849.1	575564.HMPREF0014_02763	1.9e-46	191.4	Moraxellaceae													Bacteria	1Q2IY@1224,1TNXY@1236,2AIXG@1,319F4@2,3NRJ3@468	NA|NA|NA		
WP_000702193.1	470.IX87_00350	8.2e-87	326.2	Moraxellaceae	rlmH	GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008173,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0042802,GO:0042803,GO:0043021,GO:0043022,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0044877,GO:0046483,GO:0046983,GO:0070037,GO:0070038,GO:0070475,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140102,GO:1901360	2.1.1.177	ko:K00783					ko00000,ko01000,ko03009				Bacteria	1R9Z2@1224,1S1ZY@1236,3NJF6@468,COG1576@1,COG1576@2	NA|NA|NA	J	Specifically methylates the pseudouridine at position 1915 (m3Psi1915) in 23S rRNA
WP_000703078.1	470.IX87_17510	0.0	1534.2	Moraxellaceae	pheT	GO:0003674,GO:0003824,GO:0004812,GO:0004826,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006432,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009328,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0032991,GO:0034641,GO:0034645,GO:0034660,GO:0042802,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576,GO:1902494	6.1.1.20	ko:K01890	ko00970,map00970	M00359,M00360	R03660	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016			iG2583_1286.G2583_2160,iPC815.YPO2428	Bacteria	1MWKS@1224,1RMIH@1236,3NK31@468,COG0072@1,COG0072@2	NA|NA|NA	J	Belongs to the phenylalanyl-tRNA synthetase beta subunit family. Type 1 subfamily
WP_000703418.1	573.JG24_01715	4.5e-61	240.7	Gammaproteobacteria	folA		1.1.1.262,1.5.1.3	ko:K00097,ko:K00287,ko:K18589,ko:K18590	ko00670,ko00750,ko00790,ko01100,ko01523,map00670,map00750,map00790,map01100,map01523	M00124,M00126,M00840	R00936,R00937,R00939,R00940,R02235,R02236,R05681,R05837,R07406,R11765	RC00089,RC00109,RC00110,RC00158,RC00675,RC01475	br01600,ko00000,ko00001,ko00002,ko01000,ko01504			iJN746.PP_5132	Bacteria	1RH0P@1224,1S3TW@1236,COG0262@1,COG0262@2	NA|NA|NA	H	Dihydrofolate reductase
WP_000703423.1	466088.CL42_03650	3.5e-31	140.6	Moraxellaceae													Bacteria	1QQBZ@1224,1RSZD@1236,2B0DV@1,31SR7@2,3NRZN@468	NA|NA|NA		
WP_000703425.1	466088.CL42_03650	6.7e-25	119.8	Moraxellaceae													Bacteria	1QQBZ@1224,1RSZD@1236,2B0DV@1,31SR7@2,3NRZN@468	NA|NA|NA		
WP_000703542.1	470.IX87_04670	1.7e-134	485.3	Moraxellaceae													Bacteria	1RBEZ@1224,1S847@1236,3NSM1@468,COG5495@1,COG5495@2	NA|NA|NA	S	Rossmann-like domain
WP_000703572.1	520709.F985_00506	3.6e-82	310.8	Moraxellaceae	ybeY	GO:0000469,GO:0000478,GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004540,GO:0005488,GO:0006139,GO:0006355,GO:0006364,GO:0006396,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0006950,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009266,GO:0009408,GO:0009628,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0016072,GO:0016151,GO:0016787,GO:0016788,GO:0016892,GO:0016894,GO:0019219,GO:0019222,GO:0019538,GO:0022613,GO:0030490,GO:0031323,GO:0031326,GO:0031554,GO:0031564,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0042254,GO:0042274,GO:0043043,GO:0043167,GO:0043169,GO:0043170,GO:0043244,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0046483,GO:0046872,GO:0046914,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0071840,GO:0080090,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0140098,GO:1901360,GO:1901564,GO:1901566,GO:1901576,GO:1903506,GO:2000112,GO:2001141	2.6.99.2,3.5.4.5	ko:K01489,ko:K03474,ko:K03595,ko:K07042	ko00240,ko00750,ko00983,ko01100,map00240,map00750,map00983,map01100	M00124	R01878,R02485,R05838,R08221	RC00074,RC00514,RC01476	ko00000,ko00001,ko00002,ko01000,ko03009,ko03029				Bacteria	1MZ67@1224,1S6BS@1236,3NMDH@468,COG0319@1,COG0319@2	NA|NA|NA	J	Single strand-specific metallo-endoribonuclease involved in late-stage 70S ribosome quality control and in maturation of the 3' terminus of the 16S rRNA
WP_000703589.1	470.IX87_17325	6.5e-165	586.6	Moraxellaceae	eamA1												Bacteria	1MYHQ@1224,1S4AM@1236,3NT91@468,COG0697@1,COG0697@2	NA|NA|NA	EG	EamA-like transporter family
WP_000705524.1	575564.HMPREF0014_01300	2.1e-188	664.8	Moraxellaceae													Bacteria	1R9S9@1224,1S0NI@1236,3NIFS@468,COG2207@1,COG2207@2	NA|NA|NA	K	Arabinose-binding domain of AraC transcription regulator, N-term
WP_000706080.1	470.IX87_09695	1.4e-198	698.7	Moraxellaceae	pdxB	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006081,GO:0006725,GO:0006732,GO:0006766,GO:0006767,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008614,GO:0008615,GO:0009058,GO:0009108,GO:0009110,GO:0009987,GO:0016491,GO:0016614,GO:0016616,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0033711,GO:0034641,GO:0036001,GO:0036094,GO:0042364,GO:0042816,GO:0042819,GO:0042822,GO:0042823,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046184,GO:0046483,GO:0048037,GO:0050662,GO:0051186,GO:0051188,GO:0051287,GO:0055114,GO:0071704,GO:0072524,GO:0072525,GO:0090407,GO:0097159,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901615,GO:1901617	1.1.1.290	ko:K03473	ko00750,ko01100,map00750,map01100	M00124	R04210	RC00084	ko00000,ko00001,ko00002,ko01000			iZ_1308.Z3582	Bacteria	1N5TD@1224,1RMFW@1236,3NKB6@468,COG0111@1,COG0111@2	NA|NA|NA	H	Catalyzes the oxidation of erythronate-4-phosphate to 3- hydroxy-2-oxo-4-phosphonooxybutanoate
WP_000706554.1	470.IX87_09055	1.3e-145	522.3	Moraxellaceae	rluE	GO:0000154,GO:0000455,GO:0001522,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009451,GO:0009982,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016853,GO:0016866,GO:0022613,GO:0031118,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0044085,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:1901360	5.4.99.19,5.4.99.20,5.4.99.22	ko:K06178,ko:K06181,ko:K06183					ko00000,ko01000,ko03009				Bacteria	1R9VV@1224,1S1ZX@1236,3NJCJ@468,COG1187@1,COG1187@2	NA|NA|NA	G	Belongs to the pseudouridine synthase RsuA family
WP_000706922.1	470.IX87_11405	1e-187	662.5	Moraxellaceae	cps4G												Bacteria	1RKCN@1224,1S39F@1236,3NKPC@468,COG0438@1,COG0438@2	NA|NA|NA	M	Glycosyl transferases group 1
WP_000706933.1	1217712.F971_01324	8.7e-40	169.9	Gammaproteobacteria													Bacteria	1N06D@1224,1S79U@1236,COG4244@1,COG4244@2	NA|NA|NA	S	Membrane
WP_000708728.1	470.IX87_00425	4.5e-85	320.5	Moraxellaceae	ureE			ko:K03187					ko00000				Bacteria	1RGZR@1224,1T1B4@1236,3NKZV@468,COG2371@1,COG2371@2	NA|NA|NA	O	Involved in urease metallocenter assembly. Binds nickel. Probably functions as a nickel donor during metallocenter assembly
WP_000710385.1	470.IX87_13220	3.4e-15	88.6	Gammaproteobacteria													Bacteria	1NKQA@1224,1SJBA@1236,2EK02@1,33DQM@2	NA|NA|NA		
WP_000710403.1	470.IX87_17540	2.4e-150	538.1	Moraxellaceae	accA	GO:0001676,GO:0003674,GO:0003824,GO:0003989,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009317,GO:0009329,GO:0009987,GO:0016053,GO:0016421,GO:0016874,GO:0016885,GO:0019752,GO:0032787,GO:0032991,GO:0042759,GO:0042802,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0071704,GO:0072330,GO:1901576,GO:1902494,GO:1990234	2.1.3.15,6.4.1.2	ko:K01962,ko:K01963	ko00061,ko00620,ko00640,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00061,map00620,map00640,map00720,map01100,map01110,map01120,map01130,map01200,map01212	M00082,M00376	R00742,R04386	RC00040,RC00253,RC00367	ko00000,ko00001,ko00002,ko01000			iAF1260.b0185,iBWG_1329.BWG_0177,iEC55989_1330.EC55989_0179,iECDH10B_1368.ECDH10B_0165,iECDH1ME8569_1439.ECDH1ME8569_0178,iECED1_1282.ECED1_0191,iECH74115_1262.ECH74115_0195,iECIAI1_1343.ECIAI1_0185,iECNA114_1301.ECNA114_0175,iECO111_1330.ECO111_0186,iECO26_1355.ECO26_0187,iECP_1309.ECP_0193,iECSE_1348.ECSE_0184,iECSF_1327.ECSF_0200,iECSP_1301.ECSP_0184,iECW_1372.ECW_m0181,iECs_1301.ECs0187,iEKO11_1354.EKO11_3733,iEcDH1_1363.EcDH1_3418,iEcE24377_1341.EcE24377A_0189,iEcHS_1320.EcHS_A0187,iG2583_1286.G2583_0188,iJN678.accA,iJN746.PP_1607,iJO1366.b0185,iJR904.b0185,iLF82_1304.LF82_0008,iNRG857_1313.NRG857_00945,iSDY_1059.SDY_0201,iSFV_1184.SFV_0168,iSF_1195.SF0175,iSFxv_1172.SFxv_0185,iS_1188.S0178,iUMNK88_1353.UMNK88_190,iWFL_1372.ECW_m0181,iY75_1357.Y75_RS00935,iZ_1308.Z0197	Bacteria	1MURN@1224,1RNN8@1236,3NK3T@468,COG0825@1,COG0825@2	NA|NA|NA	I	Component of the acetyl coenzyme A carboxylase (ACC) complex. First, biotin carboxylase catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the carboxyltransferase to acetyl-CoA to form malonyl-CoA
WP_000712907.1	470.IX87_12195	6.9e-189	666.4	Moraxellaceae													Bacteria	1PF2X@1224,1RQTV@1236,3NJKA@468,COG1638@1,COG1638@2	NA|NA|NA	G	TRAP-type C4-dicarboxylate transport system periplasmic component
WP_000713230.1	575586.HMPREF0016_03103	2.5e-157	561.6	Moraxellaceae	traU			ko:K12060					ko00000,ko02044	3.A.7.11.1			Bacteria	1MXUA@1224,1RS8F@1236,28HGF@1,2Z7SA@2,3NR9P@468	NA|NA|NA	S	TraU protein
WP_000713430.1	470.IX87_02610	4.7e-91	340.5	Moraxellaceae				ko:K07345	ko05133,map05133				ko00000,ko00001,ko02035,ko02044				Bacteria	1N55X@1224,1SANE@1236,3NSTF@468,COG3539@1,COG3539@2	NA|NA|NA	NU	Type-1 fimbrial protein, A
WP_000713961.1	470.IX87_13390	6.6e-167	593.2	Moraxellaceae	VY92_06350			ko:K06911					ko00000				Bacteria	1MWIP@1224,1RNVM@1236,3NISY@468,COG1741@1,COG1741@2	NA|NA|NA	S	Belongs to the pirin family
WP_000713973.1	470.IX87_02725	3.8e-96	357.5	Moraxellaceae	plsC2												Bacteria	1RANI@1224,1S8S6@1236,3NJBS@468,COG0204@1,COG0204@2	NA|NA|NA	I	Phosphate acyltransferases
WP_000714073.1	470.IX87_00905	4.5e-311	1073.2	Moraxellaceae	mqo	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0008150,GO:0008152,GO:0008924,GO:0009898,GO:0016020,GO:0016491,GO:0016614,GO:0016615,GO:0016901,GO:0036094,GO:0043167,GO:0043168,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0048037,GO:0050660,GO:0050662,GO:0055114,GO:0071944,GO:0097159,GO:0098552,GO:0098562,GO:1901265,GO:1901363	1.1.5.4	ko:K00116	ko00020,ko00620,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00620,map01100,map01110,map01120,map01130,map01200	M00009,M00011	R00360,R00361,R01257	RC00031	ko00000,ko00001,ko00002,ko01000			iE2348C_1286.E2348C_2355,iEC55989_1330.EC55989_2465,iJN746.PP_1251,iSB619.SA_RS12375	Bacteria	1MUCC@1224,1RRBV@1236,3NJ1C@468,COG0579@1,COG0579@2	NA|NA|NA	C	Malate:quinone oxidoreductase (Mqo)
WP_000714143.1	575586.HMPREF0016_03109	3.6e-78	298.1	Moraxellaceae			5.3.4.1	ko:K03981					ko00000,ko01000,ko02044,ko03110	3.A.7.11.1			Bacteria	1RD39@1224,1S3U8@1236,3NM77@468,COG1651@1,COG1651@2	NA|NA|NA	O	Required for disulfide bond formation in some periplasmic proteins. Acts by transferring its disulfide bond to other proteins and is reduced in the process
WP_000714235.1	470.IX87_14590	6.7e-154	550.1	Moraxellaceae													Bacteria	1NABC@1224,1S4VK@1236,2E6I3@1,33159@2,3NK71@468	NA|NA|NA	S	Zinc-dependent metalloprotease
WP_000716115.1	470.IX87_18455	6.7e-96	356.7	Moraxellaceae													Bacteria	1MZW2@1224,1S96E@1236,3NK4X@468,COG4929@1,COG4929@2	NA|NA|NA	S	GDYXXLXY protein
WP_000716504.1	470.IX87_12150	7.5e-230	802.7	Moraxellaceae	metC		4.4.1.11,4.4.1.8	ko:K01760,ko:K01761,ko:K10764	ko00270,ko00450,ko00920,ko01100,ko01110,ko01230,map00270,map00450,map00920,map01100,map01110,map01230	M00017	R00654,R00782,R01286,R01288,R02408,R04770,R04941	RC00020,RC00056,RC00069,RC00196,RC00348,RC00382,RC00488,RC00710,RC01209,RC01210,RC01245,RC02303,RC02848	ko00000,ko00001,ko00002,ko01000				Bacteria	1MU9E@1224,1RQI0@1236,3NJ2T@468,COG0626@1,COG0626@2	NA|NA|NA	E	Cys/Met metabolism PLP-dependent enzyme
WP_000717012.1	470.IX87_13770	3.5e-76	290.8	Moraxellaceae													Bacteria	1N19Y@1224,1SBCW@1236,3NN63@468,COG4731@1,COG4731@2	NA|NA|NA	S	Uncharacterized protein conserved in bacteria (DUF2147)
WP_000717072.1	470.IX87_16690	2.9e-187	661.0	Moraxellaceae	ansA		3.5.1.1	ko:K01424	ko00250,ko00460,ko01100,ko01110,map00250,map00460,map01100,map01110		R00485	RC00010,RC02798	ko00000,ko00001,ko01000				Bacteria	1MWIR@1224,1RMUB@1236,3NJPT@468,COG0252@1,COG0252@2	NA|NA|NA	EJ	Asparaginase
WP_000717756.1	470.IX87_08665	5.5e-258	896.3	Moraxellaceae	iucD		1.14.13.59	ko:K03897	ko00310,ko01120,map00310,map01120		R00448	RC00298	ko00000,ko00001,ko01000				Bacteria	1MX36@1224,1RNB9@1236,3NIYD@468,COG3486@1,COG3486@2	NA|NA|NA	Q	L-lysine 6-monooxygenase (NADPH-requiring)
WP_000718056.1	470.IX87_09115	4.6e-213	746.9	Moraxellaceae	wecB		5.1.3.14	ko:K01791	ko00520,ko01100,ko05111,map00520,map01100,map05111	M00362	R00420	RC00290	ko00000,ko00001,ko00002,ko01000,ko01005				Bacteria	1MWZN@1224,1RPNC@1236,3NJE2@468,COG0381@1,COG0381@2	NA|NA|NA	M	Belongs to the UDP-N-acetylglucosamine 2-epimerase family
WP_000718586.1	470.IX87_15330	6e-160	570.1	Moraxellaceae	atpB	GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0005887,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006754,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008152,GO:0008324,GO:0009058,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009167,GO:0009168,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0015075,GO:0015077,GO:0015078,GO:0015318,GO:0015399,GO:0015405,GO:0015672,GO:0015985,GO:0015986,GO:0016020,GO:0016021,GO:0016462,GO:0016469,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0019829,GO:0022804,GO:0022853,GO:0022857,GO:0022890,GO:0031224,GO:0031226,GO:0032991,GO:0033177,GO:0034220,GO:0034641,GO:0034654,GO:0042623,GO:0042625,GO:0042626,GO:0042777,GO:0043492,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044425,GO:0044459,GO:0044464,GO:0044769,GO:0045259,GO:0045260,GO:0045263,GO:0045264,GO:0046034,GO:0046390,GO:0046483,GO:0046933,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:0072522,GO:0090407,GO:0090662,GO:0098655,GO:0098660,GO:0098662,GO:0098796,GO:0098797,GO:0099131,GO:0099132,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1902600		ko:K02108	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157			ko00000,ko00001,ko00002,ko00194,ko03110	3.A.2.1		iAPECO1_1312.APECO1_2725,iE2348C_1286.E2348C_4048,iEC042_1314.EC042_4125,iECABU_c1320.ECABU_c42230,iECED1_1282.ECED1_4428,iECIAI39_1322.ECIAI39_4342,iECNA114_1301.ECNA114_3887,iECOK1_1307.ECOK1_4187,iECP_1309.ECP_3937,iECS88_1305.ECS88_4160,iECSF_1327.ECSF_3586,iECUMN_1333.ECUMN_4268,iEcSMS35_1347.EcSMS35_4106,iLF82_1304.LF82_0192,iNRG857_1313.NRG857_18615,iUMN146_1321.UM146_18880,iUMNK88_1353.UMNK88_4550,iUTI89_1310.UTI89_C4293,ic_1306.c4666	Bacteria	1MV87@1224,1RPHK@1236,3NJCY@468,COG0356@1,COG0356@2	NA|NA|NA	C	it plays a direct role in the translocation of protons across the membrane
WP_000718711.1	470.IX87_07570	2.8e-145	521.2	Moraxellaceae	fpr		1.18.1.2,1.19.1.1	ko:K00528,ko:K05784	ko00362,ko00364,ko00622,ko01100,ko01120,ko01220,map00362,map00364,map00622,map01100,map01120,map01220	M00551	R05290,R05291,R05428,R05621,R05622,R05665,R08100,R08101,R08108,R08109,R08110,R10159	RC00270,RC01378,RC01450,RC01910	br01602,ko00000,ko00001,ko00002,ko01000				Bacteria	1MW37@1224,1RR95@1236,3NIFK@468,COG1018@1,COG1018@2	NA|NA|NA	C	Oxidoreductase FAD-binding domain
WP_000719397.1	470.IX87_18875	0.0	1334.7	Moraxellaceae	prlC		3.4.24.15,3.4.24.70	ko:K01392,ko:K01414	ko04614,ko05143,map04614,map05143				ko00000,ko00001,ko01000,ko01002				Bacteria	1R4AJ@1224,1S0F2@1236,3NKIW@468,COG0339@1,COG0339@2	NA|NA|NA	E	Peptidase family M3
WP_000719497.1	470.IX87_12500	7.2e-59	233.0	Moraxellaceae													Bacteria	1NKGK@1224,1SVDT@1236,2ESBM@1,33JWC@2,3NNH9@468	NA|NA|NA		
WP_000720057.1	470.IX87_03845	4.5e-76	290.4	Moraxellaceae				ko:K09712					ko00000				Bacteria	1N8JF@1224,1SCRE@1236,3NNHF@468,COG3042@1,COG3042@2	NA|NA|NA	S	Domain of unknown function (DUF333)
WP_000720299.1	520709.F985_02326	2.5e-58	231.5	Moraxellaceae													Bacteria	1QWYE@1224,1T2ZV@1236,29K36@1,3070J@2,3NP8Z@468	NA|NA|NA		
WP_000720499.1	470.IX87_07410	1e-60	239.2	Moraxellaceae													Bacteria	1NF52@1224,1SCP9@1236,2E3AY@1,32YAE@2,3NNX4@468	NA|NA|NA		
