Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-190840,"Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane",1,22,0.0014993525523069584,0.664068259312772,0.664068259312772,1,2,1.5429717636167257E-4,9606,Homo sapiens,"25854","","R-HSA-190520"
R-HSA-2142770,"Synthesis of 15-eicosatetraenoic acid derivatives",1,22,0.0014993525523069584,0.664068259312772,0.664068259312772,1,4,3.0859435272334514E-4,9606,Homo sapiens,"5743","","R-HSA-2161951"
R-HSA-139853,"Elevation of cytosolic Ca2+ levels",1,22,0.0014993525523069584,0.664068259312772,0.664068259312772,1,5,3.8574294090418145E-4,9606,Homo sapiens,"3241","","R-HSA-139855"
R-HSA-209905,"Catecholamine biosynthesis",1,22,0.0014993525523069584,0.664068259312772,0.664068259312772,1,6,4.6289152908501776E-4,9606,Homo sapiens,"1644","","R-HSA-209924"
R-HSA-9664565,"Signaling by ERBB2 KD Mutants",2,46,0.0031350098820963675,0.6647785457598845,0.6647785457598845,8,17,0.001311525999074217,9606,Homo sapiens,"1839;2065","","R-HSA-9664976;R-HSA-9664567;R-HSA-9664983;R-HSA-9664950;R-HSA-9664646;R-HSA-9664664;R-HSA-9664991;R-HSA-9664588"
R-HSA-1566948,"Elastic fibre formation",2,46,0.0031350098820963675,0.6647785457598845,0.6647785457598845,4,17,0.001311525999074217,9606,Homo sapiens,"3694;4239","","R-HSA-2161282;R-HSA-2328037;R-HSA-2396029;R-HSA-2395320"
R-HSA-2559580,"Oxidative Stress Induced Senescence",5,114,0.007769372316499694,0.6660839830491554,0.6660839830491554,11,40,0.0030859435272334516,9606,Homo sapiens,"3576;2353;1031;5602;3725","","R-HSA-182594;R-HSA-3229089;R-HSA-168162;R-HSA-3223200;R-HSA-450292;R-HSA-3222546;R-HSA-450325;R-HSA-3222533;R-HSA-168136;R-HSA-450348;R-HSA-3229102"
R-HSA-9013694,"Signaling by NOTCH4",4,92,0.006270019764192735,0.6682560585464257,0.6682560585464257,11,20,0.0015429717636167258,9606,Homo sapiens,"3280;3426;54567;55534","","R-HSA-9604642;R-HSA-9604451;R-HSA-9604550;R-HSA-9013693;R-HSA-9604471;R-HSA-9013711;R-HSA-9604664;R-HSA-9604264;R-HSA-2168987;R-HSA-9604553;R-HSA-9604446"
R-HSA-9660821,"ADORA2B mediated anti-inflammatory cytokines production",7,159,0.010836229809854835,0.672779241881694,0.672779241881694,3,12,9.257830581700355E-4,9606,Homo sapiens,"2668;2831;135;114;6344;170589;3363","","R-HSA-163617;R-HSA-392129;R-HSA-9660824"
R-HSA-163125,"Post-translational modification: synthesis of GPI-anchored proteins",5,115,0.007837524705240918,0.6734570689578518,0.6734570689578518,4,16,0.0012343774108933806,9606,Homo sapiens,"80235;2100;5329;84628;266727","","R-HSA-162836;R-HSA-162729;R-HSA-8940388;R-HSA-162797"
R-HSA-3371497,"HSP90 chaperone cycle for steroid hormone receptors (SHR)",3,70,0.004770667211885776,0.6739032321568084,0.6739032321568084,9,12,9.257830581700355E-4,9606,Homo sapiens,"3304;3303;25854","","R-HSA-5618085;R-HSA-5618080;R-HSA-3371590;R-HSA-5618098;R-HSA-5618110;R-HSA-5618105;R-HSA-3371503;R-HSA-3371422;R-HSA-5618107"
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",3,70,0.004770667211885776,0.6739032321568084,0.6739032321568084,13,46,0.003548835056318469,9606,Homo sapiens,"7128;3241;114548","","R-HSA-688136;R-HSA-877198;R-HSA-844612;R-HSA-877158;R-HSA-844610;R-HSA-877187;R-HSA-1306876;R-HSA-873951;R-HSA-1250272;R-HSA-9603905;R-HSA-844440;R-HSA-1296421;R-HSA-877178"
R-HSA-5696395,"Formation of Incision Complex in GG-NER",2,47,0.0032031622708375927,0.6761936001213519,0.6761936001213519,8,10,7.714858818083629E-4,9606,Homo sapiens,"1643;27134","","R-HSA-6790487;R-HSA-6790454;R-HSA-5690996;R-HSA-5689317;R-HSA-5689861;R-HSA-5696670;R-HSA-5690991;R-HSA-5691000"
R-HSA-3371568,"Attenuation phase",2,47,0.0032031622708375927,0.6761936001213519,0.6761936001213519,3,5,3.8574294090418145E-4,9606,Homo sapiens,"3304;3303","","R-HSA-3371554;R-HSA-5082369;R-HSA-5082384"
R-HSA-1251985,"Nuclear signaling by ERBB4",2,47,0.0032031622708375927,0.6761936001213519,0.6761936001213519,8,34,0.002623051998148434,9606,Homo sapiens,"2099;1839","","R-HSA-1254386;R-HSA-9612672;R-HSA-8954207;R-HSA-8954208;R-HSA-1251992;R-HSA-1254392;R-HSA-9612671;R-HSA-8954199"
R-HSA-1643713,"Signaling by EGFR in Cancer",2,47,0.0032031622708375927,0.6761936001213519,0.6761936001213519,1,42,0.003240240703595124,9606,Homo sapiens,"255324;1839","","R-HSA-1225978"
R-HSA-163210,"Formation of ATP by chemiosmotic coupling",1,23,0.0015675049410481838,0.680331312839096,0.680331312839096,3,3,2.3144576454250888E-4,9606,Homo sapiens,"4508","","R-HSA-164834;R-HSA-164832;R-HSA-164840"
R-HSA-418217,"G beta:gamma signalling through PLC beta",1,23,0.0015675049410481838,0.680331312839096,0.680331312839096,2,2,1.5429717636167257E-4,9606,Homo sapiens,"5330","","R-HSA-398193;R-HSA-398040"
R-HSA-73980,"RNA Polymerase III Transcription Termination",1,23,0.0015675049410481838,0.680331312839096,0.680331312839096,2,2,1.5429717636167257E-4,9606,Homo sapiens,"10622","","R-HSA-113449;R-HSA-113454"
R-HSA-2142670,"Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)",1,23,0.0015675049410481838,0.680331312839096,0.680331312839096,2,3,2.3144576454250888E-4,9606,Homo sapiens,"1543","","R-HSA-2161890;R-HSA-2161899"
R-HSA-500657,"Presynaptic function of Kainate receptors",1,23,0.0015675049410481838,0.680331312839096,0.680331312839096,1,2,1.5429717636167257E-4,9606,Homo sapiens,"5330","","R-HSA-500717"
R-HSA-164378,"PKA activation in glucagon signalling",1,23,0.0015675049410481838,0.680331312839096,0.680331312839096,1,2,1.5429717636167257E-4,9606,Homo sapiens,"114","","R-HSA-164377"
R-HSA-190872,"Transport of connexons to the plasma membrane",1,23,0.0015675049410481838,0.680331312839096,0.680331312839096,1,3,2.3144576454250888E-4,9606,Homo sapiens,"25854","","R-HSA-190520"
R-HSA-1606322,"ZBP1(DAI) mediated induction of type I IFNs",1,23,0.0015675049410481838,0.680331312839096,0.680331312839096,3,10,7.714858818083629E-4,9606,Homo sapiens,"54848","","R-HSA-2032396;R-HSA-2395992;R-HSA-1606327"
R-HSA-5651801,"PCNA-Dependent Long Patch Base Excision Repair",1,23,0.0015675049410481838,0.680331312839096,0.680331312839096,1,6,4.6289152908501776E-4,9606,Homo sapiens,"3363","","R-HSA-110364"
R-HSA-6804760,"Regulation of TP53 Activity through Methylation",1,23,0.0015675049410481838,0.680331312839096,0.680331312839096,1,12,9.257830581700355E-4,9606,Homo sapiens,"53836","","R-HSA-3222237"
R-HSA-8963743,"Digestion and absorption",3,71,0.004838819600627002,0.6831121504306502,0.6831121504306502,4,30,0.0023144576454250886,9606,Homo sapiens,"2099;280;6514","","R-HSA-188979;R-HSA-8878787;R-HSA-191114;R-HSA-189242"
R-HSA-8856828,"Clathrin-mediated endocytosis",7,161,0.010972534587337286,0.685152859720016,0.685152859720016,23,34,0.002623051998148434,9606,Homo sapiens,"9892;4496;255324;3575;1839;11037;9185","","R-HSA-8868071;R-HSA-8863463;R-HSA-8866279;R-HSA-8868230;R-HSA-8866277;R-HSA-8868066;R-HSA-8863727;R-HSA-8867756;R-HSA-8868236;R-HSA-8868651;R-HSA-8863723;R-HSA-8867754;R-HSA-8863721;R-HSA-8868072;R-HSA-8868648;R-HSA-8868661;R-HSA-8868660;R-HSA-8868659;R-HSA-8868658;R-HSA-8869438;R-HSA-8867613;R-HSA-8871194;R-HSA-8871193"
R-HSA-9660826,"Purinergic signaling in leishmaniasis infection",2,48,0.003271314659578818,0.6872902478770768,0.6872902478770768,8,23,0.0017744175281592346,9606,Homo sapiens,"3241;114548","","R-HSA-873951;R-HSA-1250272;R-HSA-9603905;R-HSA-9660822;R-HSA-844612;R-HSA-9665515;R-HSA-844610;R-HSA-1306876"
R-HSA-9664424,"Cell recruitment (pro-inflammatory response)",2,48,0.003271314659578818,0.6872902478770768,0.6872902478770768,8,23,0.0017744175281592346,9606,Homo sapiens,"3241;114548","","R-HSA-873951;R-HSA-1250272;R-HSA-9603905;R-HSA-9660822;R-HSA-844612;R-HSA-9665515;R-HSA-844610;R-HSA-1306876"
R-HSA-1227990,"Signaling by ERBB2 in Cancer",2,48,0.003271314659578818,0.6872902478770768,0.6872902478770768,14,62,0.00478321246721185,9606,Homo sapiens,"1839;2065","","R-HSA-9664976;R-HSA-9664567;R-HSA-9664983;R-HSA-9664950;R-HSA-9664664;R-HSA-9664991;R-HSA-9665699;R-HSA-9665697;R-HSA-9664646;R-HSA-9665701;R-HSA-9665700;R-HSA-9665705;R-HSA-9665709;R-HSA-9664588"
R-HSA-5654710,"PI-3K cascade:FGFR3",1,24,0.001635657329789409,0.6958080734000276,0.6958080734000276,6,7,5.40040117265854E-4,9606,Homo sapiens,"2246","","R-HSA-5654709;R-HSA-5654643;R-HSA-5654640;R-HSA-5654641;R-HSA-5654705;R-HSA-5654637"
R-HSA-1834941,"STING mediated induction of host immune responses",1,24,0.001635657329789409,0.6958080734000276,0.6958080734000276,3,19,0.0014658231754358896,9606,Homo sapiens,"54848","","R-HSA-2032396;R-HSA-2396007;R-HSA-2395992"
R-HSA-392517,"Rap1 signalling",1,24,0.001635657329789409,0.6958080734000276,0.6958080734000276,1,7,5.40040117265854E-4,9606,Homo sapiens,"10235","","R-HSA-354173"
R-HSA-77111,"Synthesis of Ketone Bodies",1,24,0.001635657329789409,0.6958080734000276,0.6958080734000276,1,8,6.171887054466903E-4,9606,Homo sapiens,"2016","","R-HSA-73916"
R-HSA-9018896,"Biosynthesis of E-series 18(S)-resolvins",1,24,0.001635657329789409,0.6958080734000276,0.6958080734000276,1,9,6.943372936275266E-4,9606,Homo sapiens,"3248","","R-HSA-9023968"
R-HSA-449836,"Other interleukin signaling",1,24,0.001635657329789409,0.6958080734000276,0.6958080734000276,1,17,0.001311525999074217,9606,Homo sapiens,"6804","","R-HSA-449117"
R-HSA-381676,"Glucagon-like Peptide-1 (GLP1) regulates insulin secretion",2,49,0.0033394670483200438,0.6980725521532996,0.6980725521532996,4,11,8.486344699891992E-4,9606,Homo sapiens,"2668;114","","R-HSA-381607;R-HSA-381612;R-HSA-381704;R-HSA-381706"
R-HSA-9656223,"Signaling by RAF1 mutants",2,49,0.0033394670483200438,0.6980725521532996,0.6980725521532996,1,7,5.40040117265854E-4,9606,Homo sapiens,"2259;2939","","R-HSA-9656212"
R-HSA-6802952,"Signaling by BRAF and RAF fusions",3,73,0.004975124378109453,0.7009453932158431,0.7009453932158431,5,5,3.8574294090418145E-4,9606,Homo sapiens,"2259;54845;2939","","R-HSA-6802935;R-HSA-6802934;R-HSA-6802933;R-HSA-6802932;R-HSA-6802927"
R-HSA-1793185,"Chondroitin sulfate/dermatan sulfate metabolism",3,73,0.004975124378109453,0.7009453932158431,0.7009453932158431,21,28,0.002160160469063416,9606,Homo sapiens,"2207;1634;83539","","R-HSA-2022911;R-HSA-1971487;R-HSA-1889981;R-HSA-1793176;R-HSA-9638064;R-HSA-1971482;R-HSA-2018682;R-HSA-1971483;R-HSA-1889978;R-HSA-2065233;R-HSA-1878002;R-HSA-2022065;R-HSA-9632034;R-HSA-2022063;R-HSA-2022061;R-HSA-9632033;R-HSA-2022056;R-HSA-2022052;R-HSA-2018659;R-HSA-1971491;R-HSA-1889955"
R-HSA-442660,"Na+/Cl- dependent neurotransmitter transporters",2,50,0.003407619437061269,0.7085449273733533,0.7085449273733533,2,15,0.0011572288227125443,9606,Homo sapiens,"3694;54716","","R-HSA-352052;R-HSA-444160"
R-HSA-2672351,"Stimuli-sensing channels",5,120,0.008178286648947045,0.7086865933805064,0.7086865933805064,6,26,0.0020058632927017436,9606,Homo sapiens,"2259;NA;65268;3965;10786","","R-HSA-2730664;R-HSA-2682349;R-HSA-2855020;R-HSA-2872498;R-HSA-3295579;R-HSA-2872497"
R-HSA-5620916,"VxPx cargo-targeting to cilium",1,25,0.0017038097185306344,0.7105365071941394,0.7105365071941394,9,10,7.714858818083629E-4,9606,Homo sapiens,"23418","","R-HSA-5623525;R-HSA-5623524;R-HSA-5623527;R-HSA-5620918;R-HSA-5623521;R-HSA-5620914;R-HSA-5623519;R-HSA-5623513;R-HSA-5620921"
R-HSA-5654720,"PI-3K cascade:FGFR4",1,25,0.0017038097185306344,0.7105365071941394,0.7105365071941394,6,7,5.40040117265854E-4,9606,Homo sapiens,"2246","","R-HSA-5654662;R-HSA-5654659;R-HSA-5654669;R-HSA-5654717;R-HSA-5654714;R-HSA-5654667"
R-HSA-196108,"Pregnenolone biosynthesis",1,25,0.0017038097185306344,0.7105365071941394,0.7105365071941394,2,9,6.943372936275266E-4,9606,Homo sapiens,"1301","","R-HSA-193065;R-HSA-193054"
R-HSA-1482922,"Acyl chain remodelling of PI",1,25,0.0017038097185306344,0.7105365071941394,0.7105365071941394,1,6,4.6289152908501776E-4,9606,Homo sapiens,"22925","","R-HSA-1602377"
R-HSA-211979,"Eicosanoids",1,25,0.0017038097185306344,0.7105365071941394,0.7105365071941394,1,6,4.6289152908501776E-4,9606,Homo sapiens,"5740","","R-HSA-76496"
R-HSA-2142700,"Synthesis of Lipoxins (LX)",1,25,0.0017038097185306344,0.7105365071941394,0.7105365071941394,1,8,6.171887054466903E-4,9606,Homo sapiens,"3248","","R-HSA-2161779"
R-HSA-428643,"Organic anion transporters",1,25,0.0017038097185306344,0.7105365071941394,0.7105365071941394,1,9,6.943372936275266E-4,9606,Homo sapiens,"6568","","R-HSA-428609"
R-HSA-373753,"Nephrin family interactions",1,25,0.0017038097185306344,0.7105365071941394,0.7105365071941394,1,13,0.0010029316463508718,9606,Homo sapiens,"88","","R-HSA-451403"
R-HSA-3858494,"Beta-catenin independent WNT signaling",7,166,0.011313296531043413,0.7147591189839306,0.7147591189839306,21,51,0.003934577997222651,9606,Homo sapiens,"3426;5593;2259;5330;2775;8325;23213","","R-HSA-3858489;R-HSA-5099886;R-HSA-4332358;R-HSA-3858495;R-HSA-4332359;R-HSA-3858482;R-HSA-4332363;R-HSA-3858480;R-HSA-4551465;R-HSA-4608855;R-HSA-3858475;R-HSA-2730872;R-HSA-3965450;R-HSA-398193;R-HSA-4551453;R-HSA-3965444;R-HSA-3965447;R-HSA-3965441;R-HSA-4551451;R-HSA-398040;R-HSA-4608825"
R-HSA-194068,"Bile acid and bile salt metabolism",5,121,0.00824643903768827,0.7154027771577979,0.7154027771577979,18,94,0.007251967288998611,9606,Homo sapiens,"9971;4496;5740;11001;23600","","R-HSA-193763;R-HSA-192065;R-HSA-191972;R-HSA-194187;R-HSA-193736;R-HSA-5340251;R-HSA-193743;R-HSA-193452;R-HSA-193709;R-HSA-192051;R-HSA-5340195;R-HSA-193424;R-HSA-8868402;R-HSA-193845;R-HSA-192056;R-HSA-193401;R-HSA-193727;R-HSA-192157"
R-HSA-9006931,"Signaling by Nuclear Receptors",17,385,0.02623866966537177,0.7168896484332539,0.7168896484332539,88,191,0.014735380342539732,9606,Homo sapiens,"10170;9249;2353;2100;2099;1592;1382;5915;2259;255324;2354;1839;4316;4318;3725","","R-HSA-9018505;R-HSA-9008267;R-HSA-9011981;R-HSA-9023884;R-HSA-8931981;R-HSA-9021068;R-HSA-9008271;R-HSA-9011983;R-HSA-9633044;R-HSA-5362518;R-HSA-9008270;R-HSA-9018497;R-HSA-9009536;R-HSA-9011971;R-HSA-9018499;R-HSA-9008258;R-HSA-9634584;R-HSA-9009541;R-HSA-5362525;R-HSA-202127;R-HSA-9011975;R-HSA-9018503;R-HSA-9632412;R-HSA-9011997;R-HSA-9008285;R-HSA-9021596;R-HSA-5334854;R-HSA-9625482;R-HSA-9011985;R-HSA-9021072;R-HSA-9011984;R-HSA-9625487;R-HSA-9021079;R-HSA-9021609;R-HSA-9632182;R-HSA-9032751;R-HSA-9021601;R-HSA-9021600;R-HSA-9012000;R-HSA-9008315;R-HSA-8932020;R-HSA-8932021;R-HSA-9624272;R-HSA-9038029;R-HSA-9625814;R-HSA-8939201;R-HSA-8932033;R-HSA-8939203;R-HSA-8939204;R-HSA-8932037;R-HSA-5419165;R-HSA-9009371;R-HSA-9012315;R-HSA-9021660;R-HSA-9012319;R-HSA-9018334;R-HSA-8954207;R-HSA-9038161;R-HSA-9038163;R-HSA-9018325;R-HSA-9027670;R-HSA-8954199;R-HSA-1254386;R-HSA-5634103;R-HSA-9011949;R-HSA-8932076;R-HSA-9011950;R-HSA-8954208;R-HSA-9023840;R-HSA-9009378;R-HSA-9625465;R-HSA-1254392;R-HSA-9011941;R-HSA-9023845;R-HSA-5634104;R-HSA-9038052;R-HSA-8932070;R-HSA-9023846;R-HSA-9009533;R-HSA-9011966;R-HSA-9011952;R-HSA-5334827;R-HSA-9023859;R-HSA-9021170;R-HSA-8932084;R-HSA-9023861;R-HSA-9023860;R-HSA-9009526"
R-HSA-5654743,"Signaling by FGFR4",2,51,0.0034757718258024944,0.7187120958999142,0.7187120958999142,38,41,0.003163092115414288,9606,Homo sapiens,"2246;10253","","R-HSA-5654422;R-HSA-5654423;R-HSA-1295634;R-HSA-934604;R-HSA-1295632;R-HSA-5654418;R-HSA-5654163;R-HSA-5654684;R-HSA-5654428;R-HSA-5654426;R-HSA-5654169;R-HSA-5654425;R-HSA-5654662;R-HSA-5654151;R-HSA-5654663;R-HSA-934559;R-HSA-5654658;R-HSA-5654659;R-HSA-1295622;R-HSA-1295621;R-HSA-5654734;R-HSA-5654669;R-HSA-5654667;R-HSA-5654664;R-HSA-8941613;R-HSA-1295604;R-HSA-5654655;R-HSA-1295609;R-HSA-5654717;R-HSA-5654653;R-HSA-1549564;R-HSA-5654714;R-HSA-5654651;R-HSA-1295613;R-HSA-5654566;R-HSA-190326;R-HSA-190265;R-HSA-1295599"
R-HSA-350562,"Regulation of ornithine decarboxylase (ODC)",2,51,0.0034757718258024944,0.7187120958999142,0.7187120958999142,3,4,3.0859435272334514E-4,9606,Homo sapiens,"3426;51686","","R-HSA-353125;R-HSA-350567;R-HSA-350600"
R-HSA-69236,"G1 Phase",2,51,0.0034757718258024944,0.7187120958999142,0.7187120958999142,3,15,0.0011572288227125443,9606,Homo sapiens,"27134;1031","","R-HSA-182594;R-HSA-8942836;R-HSA-8941895"
R-HSA-69231,"Cyclin D associated events in G1",2,51,0.0034757718258024944,0.7187120958999142,0.7187120958999142,3,15,0.0011572288227125443,9606,Homo sapiens,"27134;1031","","R-HSA-182594;R-HSA-8942836;R-HSA-8941895"
R-HSA-5654704,"SHC-mediated cascade:FGFR3",1,26,0.0017719621072718598,0.7245527496261486,0.7245527496261486,4,4,3.0859435272334514E-4,9606,Homo sapiens,"2246","","R-HSA-5654646;R-HSA-5654647;R-HSA-5654625;R-HSA-5654634"
R-HSA-450321,"JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1",1,26,0.0017719621072718598,0.7245527496261486,0.7245527496261486,2,3,2.3144576454250888E-4,9606,Homo sapiens,"5602","","R-HSA-168162;R-HSA-450348"
R-HSA-167044,"Signalling to RAS",1,26,0.0017719621072718598,0.7245527496261486,0.7245527496261486,5,10,7.714858818083629E-4,9606,Homo sapiens,"25759","","R-HSA-5685366;R-HSA-5686071;R-HSA-167056;R-HSA-167217;R-HSA-167019"
R-HSA-264642,"Acetylcholine Neurotransmitter Release Cycle",1,26,0.0017719621072718598,0.7245527496261486,0.7245527496261486,2,6,4.6289152908501776E-4,9606,Homo sapiens,"6804","","R-HSA-372529;R-HSA-372505"
R-HSA-70221,"Glycogen breakdown (glycogenolysis)",1,26,0.0017719621072718598,0.7245527496261486,0.7245527496261486,3,15,0.0011572288227125443,9606,Homo sapiens,"2259","","R-HSA-71541;R-HSA-71588;R-HSA-453337"
R-HSA-189085,"Digestion of dietary carbohydrate",1,26,0.0017719621072718598,0.7245527496261486,0.7245527496261486,2,13,0.0010029316463508718,9606,Homo sapiens,"280","","R-HSA-188979;R-HSA-191114"
R-HSA-1482925,"Acyl chain remodelling of PG",1,26,0.0017719621072718598,0.7245527496261486,0.7245527496261486,1,10,7.714858818083629E-4,9606,Homo sapiens,"22925","","R-HSA-1602368"
R-HSA-2454202,"Fc epsilon receptor (FCERI) signaling",10,235,0.016015811354187965,0.7271075368440976,0.7271075368440976,34,63,0.004860361055392687,9606,Homo sapiens,"2207;3426;2259;10451;2353;4214;5602;10235;7294;3725","","R-HSA-2730856;R-HSA-2730858;R-HSA-2730860;R-HSA-2454240;R-HSA-2730849;R-HSA-168136;R-HSA-2730851;R-HSA-2730872;R-HSA-74448;R-HSA-450325;R-HSA-2454192;R-HSA-2730867;R-HSA-2730868;R-HSA-2730871;R-HSA-2730889;R-HSA-168162;R-HSA-2730888;R-HSA-2730892;R-HSA-2454208;R-HSA-450348;R-HSA-2730882;R-HSA-2730885;R-HSA-2730884;R-HSA-2730887;R-HSA-2730886;R-HSA-2730841;R-HSA-2730840;R-HSA-450292;R-HSA-2730843;R-HSA-2730847;R-HSA-2730833;R-HSA-5607724;R-HSA-2730896;R-HSA-2454239"
R-HSA-9648002,"RAS processing",2,52,0.0035439242145437195,0.7285790480385661,0.7285790480385661,6,21,0.001620120351797562,9606,Homo sapiens,"5593;2259","","R-HSA-9653585;R-HSA-9654533;R-HSA-9654523;R-HSA-9654521;R-HSA-9653503;R-HSA-9654525"
R-HSA-2187338,"Visual phototransduction",7,169,0.01151775369726709,0.7315984592642185,0.7315984592642185,10,92,0.007097670112636938,9606,Homo sapiens,"10170;24;2259;9249;83875;53630;4647","","R-HSA-2465940;R-HSA-5164399;R-HSA-74448;R-HSA-2454081;R-HSA-2466749;R-HSA-6786205;R-HSA-1467466;R-HSA-2453833;R-HSA-3229181;R-HSA-975635"
R-HSA-382551,"Transport of small molecules",44,963,0.06563075035780004,0.7316797467838556,0.7316797467838556,58,438,0.03379108162320629,9606,Homo sapiens,"7780;64078;24;6550;65268;6574;5125;353189;245972;3162;200010;28231;114;477;112267859;26154;154091;10396;6568;51686;53826;155184;51129;54716;3090;3694;222962;3177;360;361;5172;8140;10568;3426;23491;NA;2259;115111;26287;527;6514;3767;3965;10786","","R-HSA-427910;R-HSA-2730664;R-HSA-444160;R-HSA-947591;R-HSA-425994;R-HSA-427656;R-HSA-6784628;R-HSA-445714;R-HSA-2872498;R-HSA-2872497;R-HSA-164377;R-HSA-429094;R-HSA-163617;R-HSA-435375;R-HSA-450095;R-HSA-429613;R-HSA-352052;R-HSA-427570;R-HSA-727740;R-HSA-5682285;R-HSA-425661;R-HSA-5246444;R-HSA-6784676;R-HSA-2682349;R-HSA-432067;R-HSA-428609;R-HSA-2855020;R-HSA-432074;R-HSA-5671707;R-HSA-936897;R-HSA-8981574;R-HSA-5627802;R-HSA-427605;R-HSA-727768;R-HSA-189398;R-HSA-109527;R-HSA-507871;R-HSA-109529;R-HSA-507870;R-HSA-437084;R-HSA-507869;R-HSA-879575;R-HSA-507868;R-HSA-1467466;R-HSA-917841;R-HSA-109534;R-HSA-109536;R-HSA-109538;R-HSA-5678261;R-HSA-879594;R-HSA-3295579;R-HSA-8937442;R-HSA-428779;R-HSA-352232;R-HSA-5252133;R-HSA-429567;R-HSA-939763;R-HSA-8866553"
R-HSA-5654706,"FRS-mediated FGFR3 signaling",1,27,0.0018401144960130853,0.7378911934749154,0.7378911934749154,9,9,6.943372936275266E-4,9606,Homo sapiens,"2246","","R-HSA-5654631;R-HSA-5654628;R-HSA-8941628;R-HSA-5654416;R-HSA-5654623;R-HSA-5654413;R-HSA-5654408;R-HSA-5654633;R-HSA-5654409"
R-HSA-5654719,"SHC-mediated cascade:FGFR4",1,27,0.0018401144960130853,0.7378911934749154,0.7378911934749154,4,4,3.0859435272334514E-4,9606,Homo sapiens,"2246","","R-HSA-5654423;R-HSA-5654428;R-HSA-5654426;R-HSA-5654425"
R-HSA-76066,"RNA Polymerase III Transcription Initiation From Type 2 Promoter",1,27,0.0018401144960130853,0.7378911934749154,0.7378911934749154,2,4,3.0859435272334514E-4,9606,Homo sapiens,"10622","","R-HSA-112150;R-HSA-83805"
R-HSA-8876384,"Listeria monocytogenes entry into host cells",1,27,0.0018401144960130853,0.7378911934749154,0.7378911934749154,5,13,0.0010029316463508718,9606,Homo sapiens,"999","","R-HSA-8876948;R-HSA-8876497;R-HSA-8876993;R-HSA-8877003;R-HSA-112333"
R-HSA-2033514,"FGFR3 mutant receptor activation",1,27,0.0018401144960130853,0.7378911934749154,0.7378911934749154,3,9,6.943372936275266E-4,9606,Homo sapiens,"2246","","R-HSA-2077420;R-HSA-2012074;R-HSA-2012073"
R-HSA-400451,"Free fatty acids regulate insulin secretion",1,27,0.0018401144960130853,0.7378911934749154,0.7378911934749154,2,7,5.40040117265854E-4,9606,Homo sapiens,"5330","","R-HSA-400023;R-HSA-399998"
R-HSA-8964208,"Phenylalanine metabolism",1,27,0.0018401144960130853,0.7378911934749154,0.7378911934749154,1,6,4.6289152908501776E-4,9606,Homo sapiens,"3248","","R-HSA-71118"
R-HSA-5627123,"RHO GTPases activate PAKs",1,27,0.0018401144960130853,0.7378911934749154,0.7378911934749154,2,15,0.0011572288227125443,9606,Homo sapiens,"2259","","R-HSA-445797;R-HSA-5668978"
R-HSA-194002,"Glucocorticoid biosynthesis",1,27,0.0018401144960130853,0.7378911934749154,0.7378911934749154,1,9,6.943372936275266E-4,9606,Homo sapiens,"3290","","R-HSA-194023"
R-HSA-209968,"Thyroxine biosynthesis",1,27,0.0018401144960130853,0.7378911934749154,0.7378911934749154,1,11,8.486344699891992E-4,9606,Homo sapiens,"1733","","R-HSA-209772"
R-HSA-9018676,"Biosynthesis of D-series resolvins",1,27,0.0018401144960130853,0.7378911934749154,0.7378911934749154,1,11,8.486344699891992E-4,9606,Homo sapiens,"3248","","R-HSA-9024766"
R-HSA-5654741,"Signaling by FGFR3",2,53,0.003612076603284945,0.7381510051789417,0.7381510051789417,40,43,0.0033173892917759606,9606,Homo sapiens,"2246;10253","","R-HSA-5654679;R-HSA-1295634;R-HSA-934604;R-HSA-1295632;R-HSA-5654224;R-HSA-5654416;R-HSA-5654623;R-HSA-934559;R-HSA-5654148;R-HSA-1295622;R-HSA-1295621;R-HSA-5654222;R-HSA-5654413;R-HSA-5654730;R-HSA-5654408;R-HSA-5654409;R-HSA-5654646;R-HSA-5654647;R-HSA-5654709;R-HSA-5654643;R-HSA-5654640;R-HSA-5654641;R-HSA-5654705;R-HSA-1295604;R-HSA-1295609;R-HSA-1549564;R-HSA-1295613;R-HSA-5654631;R-HSA-5654628;R-HSA-5654565;R-HSA-190385;R-HSA-8941628;R-HSA-190263;R-HSA-190388;R-HSA-5654625;R-HSA-190261;R-HSA-5654637;R-HSA-5654634;R-HSA-1295599;R-HSA-5654633"
R-HSA-5683826,"Surfactant metabolism",2,53,0.003612076603284945,0.7381510051789417,0.7381510051789417,3,29,0.0022373090572442526,9606,Homo sapiens,"10568;135","","R-HSA-5684862;R-HSA-418925;R-HSA-427656"
